Reporting_Date,Customer_ID,Region,Customer_Segment,Age,Tenure_Months,Acquisition_Channel,Plan,Active_Flag,Data_Usage_GB,Voice_Minutes,SMS_Count,Base_Monthly_Fee_GHS,Gross_Revenue_GHS,Promotion_Flag,Discount_GHS,Net_Revenue_GHS,Acquisition_Cost_GHS,Direct_Cost_GHS,Contribution_GHS,Contribution_Margin_Pct,Churn_Flag,Campaign_ID,Competitor_Price_Index,Market_Share_Pct,Target_Revenue_GHS,Revenue_Variance_GHS,Revenue_Variance_Pct
3/31/2026,CUST-001721,Northern,SME,34 ,68 ,Digital,Basic,1,0.75 ,74 ,12 ,35 ,39.20 ,1,6.35 ,32.85 ,0.00 ,7.76 ,25.09 ,76.38 ,0,NONE,95.05 ,20.37 ,43.22 ,(10.37),(23.99)
3/31/2026,CUST-001730,Upper West,SME,38 ,21 ,Digital,Basic,1,1.57 ,71 ,15 ,35 ,41.46 ,0,0.00 ,41.46 ,0.00 ,8.51 ,32.95 ,79.47 ,0,NONE,91.93 ,17.01 ,42.92 ,(1.46),(3.40)
3/31/2026,CUST-001756,Northern,Youth,26 ,12 ,Digital,Smart,0,2.75 ,44 ,22 ,100 ,107.87 ,1,19.75 ,88.12 ,0.00 ,7.57 ,80.55 ,91.41 ,0,CMP-004,100.89 ,17.66 ,115.09 ,(26.97),(23.43)
3/31/2026,CUST-001759,Volta,Mass Market,18 ,13 ,Corporate Sales,Smart,1,5.57 ,56 ,12 ,100 ,113.09 ,1,10.19 ,102.90 ,0.00 ,14.48 ,88.42 ,85.93 ,0,NONE,111.19 ,21.08 ,114.27 ,(11.37),(9.95)
3/31/2026,CUST-001759,Ashanti,Professional,43 ,30 ,Digital,Smart,1,4.26 ,30 ,16 ,100 ,111.37 ,0,0.00 ,111.37 ,0.00 ,15.38 ,95.99 ,86.19 ,0,NONE,88.30 ,31.02 ,116.29 ,(4.92),(4.23)
3/31/2026,CUST-001808,Upper East,Mass Market,33 ,56 ,Digital,Basic,1,0.80 ,73 ,17 ,35 ,40.65 ,0,0.00 ,40.65 ,0.00 ,5.15 ,35.50 ,87.33 ,0,NONE,107.35 ,16.10 ,45.14 ,(4.49),(9.95)
3/31/2026,CUST-001815,Ashanti,Youth,39 ,63 ,Agent,Smart,1,2.25 ,35 ,23 ,100 ,105.05 ,1,19.62 ,85.43 ,0.00 ,7.69 ,77.74 ,91.00 ,0,CMP-002,105.61 ,29.54 ,117.62 ,(32.19),(27.37)
3/31/2026,CUST-001819,Eastern,Professional,23 ,46 ,Retail Shop,Premium,1,6.14 ,82 ,11 ,160 ,172.02 ,1,33.34 ,138.68 ,0.00 ,13.43 ,125.25 ,90.32 ,0,CMP-004,93.93 ,21.83 ,168.31 ,(29.63),(17.60)
3/31/2026,CUST-001829,Ashanti,Corporate,23 ,31 ,Agent,Basic,1,1.61 ,115 ,15 ,35 ,42.96 ,1,3.60 ,39.36 ,0.00 ,10.39 ,28.97 ,73.60 ,0,NONE,95.27 ,27.16 ,42.32 ,(2.96),(6.99)
3/31/2026,CUST-001836,Ashanti,SME,51 ,15 ,Call Centre,Data Plus,1,6.41 ,65 ,15 ,70 ,86.14 ,0,0.00 ,86.14 ,0.00 ,14.05 ,72.09 ,83.69 ,0,NONE,105.68 ,26.45 ,83.81 ,2.33 ,2.78 
3/31/2026,CUST-001854,Ashanti,Youth,35 ,12 ,Agent,Data Plus,1,6.43 ,45 ,19 ,70 ,85.27 ,0,0.00 ,85.27 ,0.00 ,12.36 ,72.91 ,85.50 ,0,CMP-001,99.13 ,29.99 ,87.13 ,(1.86),(2.13)
3/31/2026,CUST-001885,Ashanti,Youth,40 ,84 ,Partner,Basic,1,5.00 ,82 ,23 ,35 ,46.65 ,0,0.00 ,46.65 ,0.00 ,12.76 ,33.89 ,72.65 ,1,CMP-002,104.46 ,25.75 ,44.82 ,1.83 ,4.08 
3/31/2026,CUST-001914,Ashanti,SME,34 ,49 ,Call Centre,Smart,0,2.33 ,37 ,14 ,100 ,105.79 ,0,0.00 ,105.79 ,0.00 ,8.74 ,97.05 ,91.74 ,1,NONE,101.44 ,27.93 ,114.96 ,(9.17),(7.98)
3/31/2026,CUST-001914,Central,Corporate,23 ,21 ,Retail Shop,Premium,1,6.19 ,20 ,17 ,160 ,180.30 ,1,30.42 ,149.88 ,0.00 ,20.40 ,129.48 ,86.39 ,0,NONE,100.77 ,21.34 ,195.96 ,(46.08),(23.52)
3/31/2026,CUST-001917,Ashanti,Mass Market,24 ,6 ,Retail Shop,Smart,1,2.32 ,47 ,13 ,100 ,108.95 ,0,0.00 ,108.95 ,0.00 ,9.49 ,99.46 ,91.29 ,0,CMP-003,99.35 ,28.86 ,119.76 ,(10.81),(9.03)
3/31/2026,CUST-001929,Northern,Youth,25 ,23 ,Digital,Smart,1,2.44 ,143 ,21 ,100 ,112.07 ,0,0.00 ,112.07 ,0.00 ,13.79 ,98.28 ,87.70 ,0,CMP-004,94.79 ,18.89 ,123.64 ,(11.57),(9.36)
3/31/2026,CUST-001943,Greater Accra,Youth,25 ,37 ,Digital,Smart,1,3.26 ,197 ,20 ,100 ,114.80 ,0,0.00 ,114.80 ,0.00 ,12.95 ,101.85 ,88.72 ,0,NONE,103.06 ,32.73 ,124.32 ,(9.52),(7.66)
3/31/2026,CUST-001962,Ahafo,Mass Market,39 ,53 ,Corporate Sales,Premium,1,6.15 ,141 ,12 ,160 ,179.16 ,1,31.73 ,147.43 ,0.00 ,13.54 ,133.89 ,90.82 ,0,CMP-001,100.36 ,18.80 ,184.45 ,(37.02),(20.07)
3/31/2026,CUST-001963,Northern,Professional,52 ,17 ,Digital,Data Plus,1,2.46 ,110 ,12 ,70 ,79.26 ,0,0.00 ,79.26 ,0.00 ,9.30 ,69.96 ,88.27 ,0,CMP-005,94.57 ,19.73 ,85.33 ,(6.07),(7.11)
3/31/2026,CUST-001976,Greater Accra,Mass Market,20 ,13 ,Agent,Data Plus,1,2.67 ,7 ,17 ,70 ,76.60 ,0,0.00 ,76.60 ,0.00 ,7.64 ,68.96 ,90.03 ,0,CMP-004,98.87 ,32.13 ,79.69 ,(3.09),(3.88)
3/31/2026,CUST-001987,Ashanti,Mass Market,26 ,9 ,Digital,Basic,1,0.75 ,44 ,14 ,35 ,38.07 ,1,2.55 ,35.52 ,0.00 ,5.10 ,30.42 ,85.64 ,0,CMP-003,103.34 ,31.45 ,41.58 ,(6.06),(14.57)
3/31/2026,CUST-001993,Ashanti,Corporate,41 ,37 ,Partner,Basic,1,0.86 ,110 ,13 ,35 ,41.80 ,1,2.81 ,38.99 ,0.00 ,9.27 ,29.72 ,76.22 ,1,CMP-002,101.34 ,28.34 ,46.05 ,(7.06),(15.33)
3/31/2026,CUST-001994,Ashanti,Youth,40 ,15 ,Retail Shop,Basic,1,3.69 ,155 ,17 ,35 ,51.56 ,0,0.00 ,51.56 ,0.00 ,11.79 ,39.77 ,77.13 ,0,CMP-005,104.98 ,26.01 ,51.95 ,(0.39),(0.75)
3/31/2026,CUST-002000,Greater Accra,SME,43 ,6 ,Partner,Data Plus,1,1.82 ,102 ,18 ,70 ,78.06 ,1,6.56 ,71.50 ,0.00 ,8.06 ,63.44 ,88.73 ,0,CMP-002,106.51 ,33.21 ,79.96 ,(8.46),(10.58)
3/31/2026,CUST-002056,Western,Youth,45 ,38 ,Retail Shop,Smart,1,3.64 ,147 ,17 ,100 ,113.28 ,0,0.00 ,113.28 ,0.00 ,12.27 ,101.01 ,89.17 ,0,CMP-004,101.12 ,26.34 ,112.59 ,0.69 ,0.61 
3/31/2026,CUST-002084,Bono,Youth,30 ,13 ,Retail Shop,Smart,1,3.35 ,75 ,17 ,100 ,113.92 ,0,0.00 ,113.92 ,0.00 ,9.91 ,104.01 ,91.30 ,0,NONE,98.63 ,17.54 ,126.35 ,(12.43),(9.84)
3/31/2026,CUST-002086,Western,Mass Market,43 ,13 ,Retail Shop,Data Plus,1,5.73 ,98 ,16 ,70 ,83.65 ,0,0.00 ,83.65 ,0.00 ,16.54 ,67.11 ,80.23 ,0,CMP-003,103.49 ,26.26 ,88.69 ,(5.04),(5.68)
3/31/2026,CUST-002101,Eastern,Mass Market,49 ,65 ,Retail Shop,Premium,0,10.87 ,82 ,15 ,160 ,190.39 ,1,34.08 ,156.31 ,0.00 ,20.82 ,135.49 ,86.68 ,0,NONE,106.38 ,22.02 ,206.56 ,(50.25),(24.33)
3/31/2026,CUST-002126,Western,Mass Market,36 ,20 ,Agent,Smart,1,4.28 ,56 ,18 ,100 ,115.19 ,1,11.64 ,103.55 ,0.00 ,12.14 ,91.41 ,88.28 ,0,CMP-001,106.43 ,21.33 ,124.83 ,(21.28),(17.05)
3/31/2026,CUST-002181,Greater Accra,Mass Market,53 ,84 ,Agent,Smart,1,3.56 ,48 ,14 ,100 ,108.22 ,0,0.00 ,108.22 ,0.00 ,10.47 ,97.75 ,90.33 ,0,NONE,95.47 ,25.15 ,115.10 ,(6.88),(5.98)
3/31/2026,CUST-002201,Ashanti,Mass Market,18 ,49 ,Corporate Sales,Data Plus,1,1.02 ,147 ,27 ,70 ,79.70 ,1,15.98 ,63.72 ,0.00 ,8.05 ,55.67 ,87.37 ,0,CMP-004,100.84 ,27.20 ,77.45 ,(13.73),(17.73)
3/31/2026,CUST-002220,Greater Accra,Mass Market,18 ,84 ,Agent,Business,1,6.25 ,94 ,14 ,300 ,316.30 ,1,58.67 ,257.63 ,0.00 ,20.46 ,237.17 ,92.06 ,0,CMP-002,98.83 ,34.45 ,305.70 ,(48.07),(15.72)
3/31/2026,CUST-002224,Northern,Mass Market,18 ,3 ,Retail Shop,Data Plus,1,6.06 ,78 ,13 ,70 ,88.52 ,0,0.00 ,88.52 ,55.89 ,16.32 ,16.31 ,18.43 ,0,NONE,101.02 ,20.55 ,90.38 ,(1.86),(2.06)
3/31/2026,CUST-002225,Western,Mass Market,34 ,12 ,Partner,Data Plus,1,2.38 ,43 ,20 ,70 ,75.97 ,0,0.00 ,75.97 ,0.00 ,7.63 ,68.34 ,89.96 ,0,CMP-002,99.05 ,26.05 ,74.77 ,1.20 ,1.60 
3/31/2026,CUST-002225,Bono,Youth,36 ,12 ,Call Centre,Data Plus,1,3.13 ,48 ,10 ,70 ,79.53 ,1,8.47 ,71.06 ,0.00 ,10.35 ,60.71 ,85.43 ,0,NONE,96.84 ,18.79 ,86.70 ,(15.64),(18.04)
3/31/2026,CUST-002275,Ahafo,SME,35 ,84 ,Retail Shop,Premium,1,2.90 ,194 ,19 ,160 ,170.30 ,0,0.00 ,170.30 ,0.00 ,14.73 ,155.57 ,91.35 ,0,CMP-004,98.29 ,17.01 ,183.24 ,(12.94),(7.06)
3/31/2026,CUST-002278,Upper East,Corporate,53 ,53 ,Agent,Data Plus,1,3.09 ,12 ,16 ,70 ,80.72 ,0,0.00 ,80.72 ,0.00 ,8.40 ,72.32 ,89.59 ,0,CMP-002,103.97 ,18.65 ,88.64 ,(7.92),(8.94)
3/31/2026,CUST-002320,Greater Accra,Youth,26 ,51 ,Retail Shop,Smart,1,6.70 ,89 ,15 ,100 ,114.83 ,1,7.31 ,107.52 ,0.00 ,17.48 ,90.04 ,83.74 ,0,NONE,88.07 ,32.69 ,123.13 ,(15.61),(12.68)
3/31/2026,CUST-002352,Ahafo,SME,18 ,16 ,Call Centre,Basic,1,1.91 ,72 ,14 ,35 ,42.92 ,0,0.00 ,42.92 ,0.00 ,8.43 ,34.49 ,80.36 ,0,CMP-003,106.45 ,18.04 ,47.53 ,(4.61),(9.70)
3/31/2026,CUST-002359,Volta,Youth,32 ,26 ,Corporate Sales,Basic,1,2.80 ,31 ,20 ,35 ,43.49 ,1,4.25 ,39.24 ,0.00 ,10.62 ,28.62 ,72.94 ,0,NONE,100.37 ,21.56 ,42.77 ,(3.53),(8.25)
3/31/2026,CUST-002364,Northern,SME,18 ,30 ,Retail Shop,Smart,1,16.46 ,33 ,13 ,100 ,148.29 ,0,0.00 ,148.29 ,0.00 ,30.61 ,117.68 ,79.36 ,0,CMP-003,97.47 ,21.02 ,147.81 ,0.48 ,0.32 
3/31/2026,CUST-002365,Ashanti,Youth,28 ,12 ,Digital,Basic,1,2.60 ,66 ,26 ,35 ,45.51 ,1,2.79 ,42.72 ,0.00 ,11.90 ,30.82 ,72.14 ,0,NONE,105.12 ,27.43 ,47.34 ,(4.62),(9.76)
3/31/2026,CUST-002366,Eastern,Corporate,38 ,16 ,Digital,Premium,1,9.26 ,101 ,26 ,160 ,187.90 ,0,0.00 ,187.90 ,0.00 ,25.08 ,162.82 ,86.65 ,0,CMP-005,102.09 ,27.44 ,201.81 ,(13.91),(6.89)
3/31/2026,CUST-002370,Upper East,Youth,37 ,15 ,Retail Shop,Smart,1,1.62 ,73 ,17 ,100 ,106.90 ,1,19.65 ,87.25 ,0.00 ,7.02 ,80.23 ,91.95 ,0,NONE,97.17 ,22.50 ,104.69 ,(17.44),(16.66)
3/31/2026,CUST-002372,Greater Accra,Corporate,31 ,40 ,Agent,Smart,1,2.00 ,42 ,17 ,100 ,105.07 ,0,0.00 ,105.07 ,0.00 ,10.12 ,94.95 ,90.37 ,0,NONE,102.14 ,33.21 ,117.08 ,(12.01),(10.26)
3/31/2026,CUST-002376,Western,Mass Market,31 ,67 ,Digital,Data Plus,1,11.54 ,75 ,14 ,70 ,97.83 ,0,0.00 ,97.83 ,0.00 ,28.87 ,68.96 ,70.49 ,0,NONE,99.38 ,23.01 ,103.11 ,(5.28),(5.12)
3/31/2026,CUST-002376,Ahafo,Youth,18 ,61 ,Call Centre,Basic,1,0.70 ,156 ,17 ,35 ,44.12 ,0,0.00 ,44.12 ,0.00 ,7.38 ,36.74 ,83.27 ,0,NONE,104.73 ,19.01 ,46.42 ,(2.30),(4.95)
3/31/2026,CUST-002379,Eastern,Corporate,21 ,42 ,Agent,Premium,1,1.92 ,35 ,18 ,160 ,165.58 ,0,0.00 ,165.58 ,0.00 ,8.97 ,156.61 ,94.58 ,0,NONE,96.05 ,22.06 ,162.42 ,3.16 ,1.95 
3/31/2026,CUST-002381,Western,Professional,35 ,34 ,Agent,Business,1,3.73 ,44 ,18 ,300 ,308.21 ,1,38.13 ,270.08 ,0.00 ,13.08 ,257.00 ,95.16 ,0,NONE,103.23 ,25.21 ,341.28 ,(71.20),(20.86)
3/31/2026,CUST-002387,Greater Accra,Mass Market,27 ,24 ,Retail Shop,Premium,1,2.33 ,226 ,18 ,160 ,175.43 ,1,27.74 ,147.69 ,0.00 ,13.94 ,133.75 ,90.56 ,0,CMP-004,97.78 ,33.29 ,170.40 ,(22.71),(13.33)
3/31/2026,CUST-002410,Western,Professional,24 ,9 ,Call Centre,Smart,1,7.27 ,126 ,19 ,100 ,117.16 ,0,0.00 ,117.16 ,0.00 ,17.92 ,99.24 ,84.70 ,0,NONE,97.71 ,23.70 ,113.88 ,3.28 ,2.88 
3/31/2026,CUST-002421,Greater Accra,Mass Market,38 ,38 ,Digital,Business,1,10.95 ,140 ,19 ,300 ,337.48 ,0,0.00 ,337.48 ,0.00 ,27.13 ,310.35 ,91.96 ,0,CMP-002,95.46 ,32.22 ,325.11 ,12.37 ,3.80 
3/31/2026,CUST-002428,Western,Corporate,21 ,48 ,Digital,Premium,1,5.59 ,43 ,24 ,160 ,173.24 ,0,0.00 ,173.24 ,0.00 ,16.74 ,156.50 ,90.34 ,0,NONE,93.99 ,22.12 ,191.52 ,(18.28),(9.54)
3/31/2026,CUST-002449,Ashanti,SME,25 ,33 ,Partner,Basic,1,1.30 ,59 ,16 ,35 ,40.69 ,0,0.00 ,40.69 ,0.00 ,9.87 ,30.82 ,75.74 ,0,CMP-001,85.00 ,32.51 ,41.21 ,(0.52),(1.26)
3/31/2026,CUST-002457,Ashanti,Mass Market,41 ,16 ,Partner,Basic,1,0.79 ,91 ,24 ,35 ,40.27 ,0,0.00 ,40.27 ,0.00 ,4.99 ,35.28 ,87.61 ,0,CMP-004,96.77 ,21.65 ,42.30 ,(2.03),(4.80)
3/31/2026,CUST-002472,Central,Professional,36 ,25 ,Retail Shop,Data Plus,1,3.43 ,30 ,8 ,70 ,79.96 ,0,0.00 ,79.96 ,0.00 ,12.92 ,67.04 ,83.84 ,0,NONE,104.02 ,19.46 ,87.72 ,(7.76),(8.85)
3/31/2026,CUST-002480,Volta,Mass Market,46 ,27 ,Agent,Data Plus,1,9.08 ,33 ,23 ,70 ,91.03 ,1,5.94 ,85.09 ,0.00 ,24.13 ,60.96 ,71.64 ,0,NONE,100.28 ,19.03 ,93.59 ,(8.50),(9.08)
3/31/2026,CUST-002494,Greater Accra,Youth,24 ,7 ,Agent,Data Plus,1,5.05 ,129 ,21 ,70 ,90.03 ,0,0.00 ,90.03 ,0.00 ,16.45 ,73.58 ,81.73 ,0,CMP-005,98.74 ,32.93 ,91.69 ,(1.66),(1.81)
3/31/2026,CUST-002517,Greater Accra,Youth,37 ,22 ,Call Centre,Data Plus,1,2.56 ,36 ,13 ,70 ,78.80 ,0,0.00 ,78.80 ,0.00 ,8.18 ,70.62 ,89.62 ,0,NONE,104.00 ,33.62 ,79.04 ,(0.24),(0.30)
3/31/2026,CUST-002521,Greater Accra,Mass Market,24 ,41 ,Agent,Basic,1,0.88 ,61 ,18 ,35 ,40.53 ,1,7.25 ,33.28 ,0.00 ,6.15 ,27.13 ,81.52 ,0,CMP-003,96.19 ,33.14 ,41.41 ,(8.13),(19.63)
3/31/2026,CUST-002523,Upper East,Mass Market,40 ,26 ,Digital,Data Plus,1,1.86 ,57 ,24 ,70 ,77.74 ,0,0.00 ,77.74 ,0.00 ,7.84 ,69.90 ,89.92 ,0,NONE,101.13 ,18.59 ,80.33 ,(2.59),(3.22)
3/31/2026,CUST-002542,Ashanti,Professional,18 ,7 ,Digital,Data Plus,1,6.83 ,25 ,22 ,70 ,88.83 ,0,0.00 ,88.83 ,0.00 ,13.78 ,75.05 ,84.49 ,0,NONE,92.19 ,29.49 ,99.13 ,(10.30),(10.39)
3/31/2026,CUST-002543,Central,SME,43 ,28 ,Corporate Sales,Smart,1,5.81 ,56 ,11 ,100 ,114.63 ,1,8.64 ,105.99 ,0.00 ,13.17 ,92.82 ,87.57 ,0,NONE,103.02 ,24.76 ,112.28 ,(6.29),(5.60)
3/31/2026,CUST-002545,Western,SME,29 ,14 ,Retail Shop,Data Plus,0,10.36 ,12 ,19 ,70 ,88.66 ,0,0.00 ,88.66 ,0.00 ,16.02 ,72.64 ,81.93 ,1,CMP-005,99.10 ,21.34 ,89.84 ,(1.18),(1.31)
3/31/2026,CUST-002548,Volta,Mass Market,29 ,45 ,Agent,Premium,1,5.98 ,47 ,22 ,160 ,174.57 ,1,10.22 ,164.35 ,0.00 ,14.57 ,149.78 ,91.13 ,0,CMP-003,100.09 ,23.18 ,189.66 ,(25.31),(13.34)
3/31/2026,CUST-002552,Volta,Youth,24 ,50 ,Retail Shop,Smart,0,14.35 ,100 ,22 ,100 ,129.44 ,0,0.00 ,129.44 ,0.00 ,37.16 ,92.28 ,71.29 ,0,NONE,94.57 ,23.99 ,140.68 ,(11.24),(7.99)
3/31/2026,CUST-002568,Ashanti,Professional,23 ,50 ,Retail Shop,Data Plus,1,1.50 ,131 ,14 ,70 ,78.05 ,0,0.00 ,78.05 ,0.00 ,9.78 ,68.27 ,87.47 ,0,NONE,100.94 ,29.87 ,76.95 ,1.10 ,1.43 
3/31/2026,CUST-002573,Greater Accra,Mass Market,29 ,29 ,Digital,Basic,1,1.12 ,59 ,11 ,35 ,38.64 ,0,0.00 ,38.64 ,0.00 ,5.01 ,33.63 ,87.03 ,0,NONE,95.43 ,33.36 ,40.76 ,(2.12),(5.20)
3/31/2026,CUST-002586,Eastern,Mass Market,28 ,25 ,Partner,Basic,1,0.96 ,149 ,10 ,35 ,41.36 ,1,5.10 ,36.26 ,0.00 ,5.44 ,30.82 ,85.00 ,0,CMP-004,98.49 ,21.21 ,41.63 ,(5.37),(12.90)
3/31/2026,CUST-002593,Central,Mass Market,43 ,18 ,Agent,Smart,1,4.37 ,10 ,22 ,100 ,109.03 ,1,21.45 ,87.58 ,0.00 ,14.44 ,73.14 ,83.51 ,0,NONE,100.12 ,22.93 ,111.56 ,(23.98),(21.50)
3/31/2026,CUST-002594,Greater Accra,Mass Market,46 ,19 ,Agent,Smart,1,1.20 ,22 ,19 ,100 ,103.52 ,1,16.42 ,87.10 ,0.00 ,7.82 ,79.28 ,91.02 ,0,NONE,98.51 ,31.38 ,112.60 ,(25.50),(22.65)
3/31/2026,CUST-002599,Greater Accra,SME,39 ,20 ,Agent,Business,1,10.59 ,44 ,10 ,300 ,328.35 ,0,0.00 ,328.35 ,0.00 ,24.44 ,303.91 ,92.56 ,0,CMP-005,99.17 ,33.12 ,341.98 ,(13.63),(3.99)
3/31/2026,CUST-002606,Greater Accra,SME,24 ,54 ,Retail Shop,Smart,1,4.20 ,97 ,25 ,100 ,114.30 ,0,0.00 ,114.30 ,0.00 ,15.49 ,98.81 ,86.45 ,0,NONE,96.70 ,34.76 ,126.51 ,(12.21),(9.65)
3/31/2026,CUST-002611,Central,Professional,34 ,51 ,Corporate Sales,Smart,1,4.11 ,87 ,16 ,100 ,116.36 ,0,0.00 ,116.36 ,0.00 ,13.34 ,103.02 ,88.54 ,0,CMP-003,95.32 ,22.66 ,122.82 ,(6.46),(5.26)
3/31/2026,CUST-002619,Western,SME,18 ,15 ,Corporate Sales,Data Plus,1,4.01 ,55 ,21 ,70 ,78.78 ,0,0.00 ,78.78 ,0.00 ,15.99 ,62.79 ,79.70 ,0,CMP-001,85.17 ,23.20 ,76.32 ,2.46 ,3.22 
3/31/2026,CUST-002626,Ashanti,Mass Market,44 ,41 ,Partner,Basic,1,1.48 ,54 ,16 ,35 ,40.50 ,0,0.00 ,40.50 ,0.00 ,8.14 ,32.36 ,79.90 ,0,NONE,102.47 ,27.11 ,42.92 ,(2.42),(5.64)
3/31/2026,CUST-002630,Greater Accra,Youth,48 ,45 ,Digital,Basic,1,6.07 ,15 ,16 ,35 ,46.06 ,0,0.00 ,46.06 ,0.00 ,11.87 ,34.19 ,74.23 ,0,NONE,100.05 ,33.20 ,49.38 ,(3.32),(6.72)
3/31/2026,CUST-002650,Northern,SME,31 ,50 ,Retail Shop,Data Plus,0,3.25 ,55 ,19 ,70 ,81.85 ,0,0.00 ,81.85 ,0.00 ,9.73 ,72.12 ,88.11 ,0,NONE,98.30 ,19.66 ,86.18 ,(4.33),(5.02)
3/31/2026,CUST-002650,Greater Accra,Youth,33 ,9 ,Agent,Data Plus,1,1.02 ,126 ,16 ,70 ,78.91 ,0,0.00 ,78.91 ,0.00 ,8.27 ,70.64 ,89.52 ,0,NONE,95.67 ,28.51 ,77.43 ,1.48 ,1.91 
3/31/2026,CUST-002656,Greater Accra,Mass Market,34 ,33 ,Call Centre,Smart,1,4.27 ,64 ,16 ,100 ,110.01 ,0,0.00 ,110.01 ,0.00 ,12.14 ,97.87 ,88.96 ,0,NONE,96.97 ,34.50 ,121.19 ,(11.18),(9.23)
3/31/2026,CUST-002671,Volta,Professional,29 ,45 ,Retail Shop,Data Plus,1,1.76 ,45 ,12 ,70 ,76.89 ,1,16.66 ,60.23 ,0.00 ,6.64 ,53.59 ,88.98 ,0,CMP-002,99.85 ,21.64 ,85.75 ,(25.52),(29.76)
3/31/2026,CUST-002711,Ashanti,Youth,23 ,30 ,Retail Shop,Premium,0,17.58 ,76 ,14 ,160 ,205.57 ,1,29.52 ,176.05 ,0.00 ,33.68 ,142.37 ,80.87 ,1,NONE,112.08 ,27.59 ,203.65 ,(27.60),(13.55)
3/31/2026,CUST-002713,Volta,Professional,18 ,80 ,Call Centre,Basic,1,0.58 ,92 ,20 ,35 ,40.00 ,0,0.00 ,40.00 ,0.00 ,6.61 ,33.39 ,83.48 ,0,NONE,99.84 ,22.52 ,41.08 ,(1.08),(2.63)
3/31/2026,CUST-002725,Western,Mass Market,18 ,38 ,Retail Shop,Data Plus,1,5.45 ,176 ,13 ,70 ,92.05 ,0,0.00 ,92.05 ,0.00 ,14.71 ,77.34 ,84.02 ,0,NONE,108.88 ,26.88 ,101.28 ,(9.23),(9.11)
3/31/2026,CUST-002730,Eastern,Corporate,25 ,28 ,Retail Shop,Premium,1,4.63 ,92 ,20 ,160 ,178.76 ,0,0.00 ,178.76 ,0.00 ,13.75 ,165.01 ,92.31 ,0,NONE,113.55 ,22.81 ,173.60 ,5.16 ,2.97 
3/31/2026,CUST-002735,Ashanti,Corporate,38 ,24 ,Digital,Premium,1,23.38 ,96 ,17 ,160 ,226.35 ,1,37.47 ,188.88 ,0.00 ,57.35 ,131.53 ,69.64 ,0,CMP-004,107.63 ,27.08 ,248.05 ,(59.17),(23.85)
3/31/2026,CUST-002755,Greater Accra,Mass Market,41 ,27 ,Corporate Sales,Data Plus,0,1.78 ,158 ,18 ,70 ,80.35 ,0,0.00 ,80.35 ,0.00 ,11.23 ,69.12 ,86.02 ,0,NONE,99.73 ,32.79 ,85.64 ,(5.29),(6.18)
3/31/2026,CUST-002763,Upper East,Youth,42 ,20 ,Retail Shop,Smart,1,20.50 ,83 ,19 ,100 ,148.18 ,0,0.00 ,148.18 ,0.00 ,32.85 ,115.33 ,77.83 ,0,CMP-004,88.57 ,19.25 ,163.37 ,(15.19),(9.30)
3/31/2026,CUST-002773,Central,Youth,56 ,21 ,Agent,Basic,0,0.96 ,46 ,17 ,35 ,38.48 ,0,0.00 ,38.48 ,0.00 ,6.95 ,31.53 ,81.94 ,1,CMP-005,108.79 ,23.53 ,40.96 ,(2.48),(6.05)
3/31/2026,CUST-002789,Volta,Professional,18 ,40 ,Partner,Basic,1,2.97 ,150 ,13 ,35 ,51.28 ,1,1.95 ,49.33 ,0.00 ,11.00 ,38.33 ,77.70 ,0,NONE,96.70 ,17.98 ,51.47 ,(2.14),(4.16)
3/31/2026,CUST-002812,Western,Professional,19 ,62 ,Partner,Data Plus,1,3.53 ,76 ,15 ,70 ,82.35 ,1,5.64 ,76.71 ,0.00 ,11.02 ,65.69 ,85.63 ,0,NONE,97.70 ,25.87 ,88.15 ,(11.44),(12.98)
3/31/2026,CUST-002818,Northern,SME,20 ,55 ,Digital,Premium,1,3.41 ,117 ,23 ,160 ,173.78 ,1,12.08 ,161.70 ,0.00 ,13.59 ,148.11 ,91.60 ,0,NONE,106.00 ,20.83 ,169.17 ,(7.47),(4.42)
3/31/2026,CUST-002819,Central,Mass Market,45 ,37 ,Digital,Smart,1,13.57 ,87 ,13 ,100 ,140.21 ,0,0.00 ,140.21 ,0.00 ,23.02 ,117.19 ,83.58 ,0,CMP-002,102.78 ,21.96 ,140.65 ,(0.44),(0.31)
3/31/2026,CUST-002819,Greater Accra,Mass Market,18 ,13 ,Retail Shop,Premium,1,9.52 ,90 ,20 ,160 ,189.93 ,0,0.00 ,189.93 ,0.00 ,18.54 ,171.39 ,90.24 ,0,CMP-003,98.82 ,32.32 ,205.53 ,(15.60),(7.59)
3/31/2026,CUST-002825,Northern,Professional,56 ,9 ,Corporate Sales,Basic,1,0.81 ,47 ,25 ,35 ,39.47 ,0,0.00 ,39.47 ,0.00 ,4.56 ,34.91 ,88.45 ,0,CMP-001,111.49 ,22.40 ,42.00 ,(2.53),(6.02)
3/31/2026,CUST-002833,Greater Accra,Mass Market,18 ,34 ,Retail Shop,Smart,1,2.88 ,236 ,19 ,100 ,112.64 ,0,0.00 ,112.64 ,0.00 ,17.72 ,94.92 ,84.27 ,0,NONE,109.90 ,34.13 ,123.94 ,(11.30),(9.12)
3/31/2026,CUST-002846,Northern,Mass Market,43 ,37 ,Agent,Data Plus,1,8.99 ,60 ,13 ,70 ,87.39 ,0,0.00 ,87.39 ,0.00 ,20.79 ,66.60 ,76.21 ,0,NONE,94.95 ,22.06 ,88.67 ,(1.28),(1.44)
